batchId,productId,productionDate,machineId,operatorId,producedQty,shift
B101137,P1034,2025-07-09,M1,O3,283,MORNING
B101138,P1021,2023-03-29,M7,O8,274,AFTERNOON
B101139,P1043,2023-11-02,M12,O38,349,MORNING
B101140,P1004,2023-03-17,M12,O10,236,NIGHT
B101142,P1040,2023-04-13,M15,O20,263,AFTERNOON
B101143,P1053,2023-05-11,M14,O7,221,MORNING
B101144,P1038,2024-03-27,M2,O13,135,NIGHT
B101145,P1043,2025-04-03,M6,O8,307,NIGHT
B101146,P1036,2023-10-09,M6,O14,258,MORNING
B101147,P1007,2024-07-14,M3,O27,156,MORNING
B101148,P1023,2023-12-04,M8,O16,268,MORNING
B101149,P1054,2025-02-09,M13,O11,240,MORNING
B101150,P1031,2023-06-15,M1,O1,262,AFTERNOON
B101151,P1056,2024-08-04,M7,O31,277,AFTERNOON
B101153,P1039,2023-03-19,M10,O12,239,AFTERNOON
B101154,P1039,2023-06-30,M11,O20,246,MORNING
B101155,P1007,2023-07-15,M10,O24,255,NIGHT
B101157,P1043,2025-08-29,M8,O12,295,MORNING
B101158,P1059,2023-03-30,M1,O24,233,MORNING
B101159,P1051,2025-07-17,M1,O7,322,AFTERNOON
B101160,P1059,2023-12-27,M3,O2,215,NIGHT
B101161,P1046,2025-06-29,M10,O38,253,MORNING
B101163,P1055,2024-02-14,M7,O15,278,MORNING
B101164,P1037,2025-09-19,M1,O28,348,AFTERNOON
B101167,P1017,2023-10-07,M2,O30,265,AFTERNOON
B101168,P1010,2024-12-04,M4,O19,151,AFTERNOON
B101169,P1039,2023-12-15,M10,O36,175,NIGHT
B101170,P1005,2025-04-23,M14,O34,19,AFTERNOON
B101171,P1053,2025-08-05,M5,O1,265,AFTERNOON
B101172,P1047,2024-05-20,M4,O21,204,NIGHT
B101174,P1030,2025-10-29,M1,O28,171,NIGHT
B101175,P1052,2023-07-20,M8,O32,234,MORNING
B101176,P1035,2023-01-26,M12,O27,285,MORNING
B101177,P1041,2023-07-05,M1,O31,238,AFTERNOON
B101178,P1010,2025-07-29,M14,O37,249,AFTERNOON
B101179,P1049,2023-10-11,M14,O26,234,MORNING
B101180,P1055,2025-01-28,M11,O30,248,AFTERNOON
B101181,P1024,2024-11-12,M9,O3,246,MORNING
B101182,P1048,2024-07-06,M12,O40,129,NIGHT
B101184,P1058,2025-01-15,M15,O4,301,AFTERNOON
B101185,P1023,2025-01-20,M3,O36,292,AFTERNOON
B101186,P1035,2024-02-24,M3,O22,252,AFTERNOON
B101187,P1048,2024-03-05,M13,O15,284,MORNING
B101188,P1057,2024-07-01,M9,O28,245,MORNING
B101189,P1031,2025-10-23,M9,O8,274,AFTERNOON
B101190,P1034,2024-08-21,M8,O40,179,AFTERNOON
B101191,P1056,2023-05-15,M4,O30,327,MORNING
B101194,P1040,2023-02-16,M5,O27,335,MORNING
B101195,P1022,2025-05-10,M8,O2,233,MORNING
B101196,P1004,2023-02-15,M14,O15,293,MORNING
B101198,P1042,2025-06-30,M8,O20,113,MORNING
B101199,P1050,2024-06-16,M4,O31,188,MORNING
B101200,P1018,2023-04-07,M3,O23,212,AFTERNOON
B101202,P1044,2023-11-11,M3,O16,415,AFTERNOON
B101203,P1028,2024-06-17,M6,O12,399,MORNING
B101205,P1010,2024-09-09,M2,O2,244,AFTERNOON
B101206,P1031,2023-10-25,M8,O21,353,AFTERNOON
B101207,P1032,2024-11-09,M11,O19,404,AFTERNOON
B101209,P1007,2025-09-07,M15,O3,93,MORNING
B101210,P1035,2023-08-28,M5,O2,140,AFTERNOON
B101211,P1005,2024-10-30,M1,O39,327,AFTERNOON
B101212,P1037,2024-03-30,M13,O18,259,NIGHT
B101213,P1043,2023-06-28,M9,O26,277,MORNING
B101214,P1020,2023-04-25,M15,O24,161,AFTERNOON
B101215,P1024,2025-02-02,M1,O19,316,MORNING
B101217,P1026,2025-06-25,M5,O11,309,NIGHT
B101218,P1057,2025-05-18,M12,O27,309,MORNING
B101219,P1013,2024-09-13,M8,O34,321,NIGHT
B101220,P1004,2025-02-08,M2,O1,119,AFTERNOON
B101221,P1035,2025-08-04,M12,O37,333,NIGHT
B101222,P1008,2024-02-13,M3,O25,230,NIGHT
B101223,P1019,2024-09-14,M8,O36,328,AFTERNOON
B101227,P1038,2025-01-10,M10,O31,168,AFTERNOON
B101228,P1055,2024-06-12,M11,O31,377,MORNING
B101229,P1046,2023-02-05,M14,O17,229,MORNING
B101230,P1003,2023-10-27,M6,O30,277,MORNING
B101231,P1017,2025-01-09,M7,O23,223,MORNING
B101232,P1018,2023-06-07,M9,O13,254,MORNING
B101235,P1000,2023-10-08,M9,O19,302,MORNING
B101236,P1031,2025-04-23,M6,O11,282,MORNING
B101237,P1012,2023-08-22,M7,O30,274,NIGHT
B101238,P1007,2023-09-26,M15,O2,190,MORNING
B101240,P1021,2023-12-19,M12,O20,376,MORNING
B101241,P1054,2023-10-19,M12,O15,273,MORNING
B101242,P1013,2023-09-24,M2,O28,205,MORNING
B101243,P1049,2025-09-18,M13,O28,135,MORNING
B101245,P1002,2023-05-16,M5,O1,206,NIGHT
B101246,P1050,2023-09-11,M15,O39,291,MORNING
B101247,P1022,2023-03-01,M2,O10,394,NIGHT
B101249,P1032,2023-05-20,M2,O38,153,NIGHT
B101250,P1033,2024-03-20,M12,O13,291,NIGHT
B101251,P1000,2023-07-22,M15,O14,240,NIGHT
B101252,P1054,2025-08-30,M6,O38,291,MORNING
B101253,P1053,2024-12-27,M7,O28,346,MORNING
B101254,P1014,2025-04-14,M2,O21,274,MORNING
B101255,P1048,2025-01-09,M12,O19,273,AFTERNOON
B101256,P1002,2023-06-18,M6,O32,292,AFTERNOON
B101257,P1019,2025-06-28,M4,O36,288,AFTERNOON
B101259,P1023,2024-01-03,M1,O32,172,AFTERNOON
B101261,P1006,2023-12-12,M2,O24,297,NIGHT
B101263,P1017,2024-07-13,M13,O26,343,MORNING
B101264,P1042,2025-04-08,M8,O33,228,MORNING
B101265,P1016,2025-09-29,M8,O15,367,AFTERNOON
B101266,P1008,2023-03-02,M2,O4,289,MORNING
B101267,P1011,2025-02-22,M10,O21,178,MORNING
B101268,P1039,2023-07-17,M13,O5,205,AFTERNOON
B101270,P1016,2024-12-04,M13,O35,84,MORNING
B101271,P1027,2023-09-01,M7,O29,200,MORNING
B101272,P1024,2025-06-25,M8,O3,337,NIGHT
B101273,P1019,2023-12-03,M8,O28,268,MORNING
B101274,P1045,2025-03-07,M8,O8,176,AFTERNOON
B101275,P1034,2025-08-20,M8,O36,215,NIGHT
B101276,P1032,2023-04-25,M7,O17,63,AFTERNOON
B101277,P1022,2024-08-05,M6,O4,256,MORNING
B101278,P1002,2023-09-20,M14,O24,182,MORNING
B101279,P1057,2024-11-29,M7,O7,343,AFTERNOON
B101280,P1022,2025-04-23,M6,O4,222,AFTERNOON
B101281,P1037,2023-06-23,M15,O5,205,NIGHT
B101282,P1007,2024-11-22,M3,O2,231,AFTERNOON
B101283,P1027,2025-05-12,M5,O2,245,AFTERNOON
B101285,P1031,2023-07-24,M12,O14,223,MORNING
B101286,P1032,2024-11-26,M3,O40,193,MORNING
B101287,P1040,2023-06-04,M14,O35,425,MORNING
B101288,P1016,2023-04-08,M5,O37,209,AFTERNOON
B101289,P1005,2023-07-14,M10,O22,278,MORNING
B101290,P1036,2025-08-31,M7,O14,233,NIGHT
B101291,P1032,2024-09-06,M7,O35,272,MORNING
B101292,P1026,2025-04-03,M5,O40,146,AFTERNOON
B101294,P1036,2025-10-19,M4,O30,238,NIGHT
B101296,P1003,2024-02-15,M6,O30,273,AFTERNOON
B101297,P1019,2025-06-10,M7,O21,282,NIGHT
B101298,P1058,2023-05-12,M11,O14,281,MORNING
B101299,P1010,2024-06-09,M11,O39,204,MORNING
B101300,P1015,2023-08-21,M3,O13,373,MORNING
B101301,P1031,2025-06-12,M7,O3,271,MORNING
B101303,P1041,2023-03-28,M12,O32,195,NIGHT
B101304,P1003,2023-06-21,M6,O39,242,NIGHT
B101305,P1057,2025-01-14,M11,O6,274,MORNING
B101306,P1053,2023-10-15,M4,O8,175,MORNING
B101307,P1042,2024-05-30,M8,O6,214,MORNING
B101308,P1007,2024-10-03,M6,O38,239,AFTERNOON
B101309,P1059,2025-05-16,M4,O10,123,MORNING
B101310,P1013,2024-07-16,M8,O27,247,AFTERNOON
B101311,P1023,2023-08-20,M6,O35,343,AFTERNOON
B101312,P1043,2024-05-19,M5,O10,177,NIGHT
B101313,P1001,2023-03-13,M14,O4,334,AFTERNOON
B101314,P1050,2024-05-05,M5,O36,175,AFTERNOON
B101315,P1057,2023-09-07,M9,O16,316,NIGHT
B101316,P1024,2023-01-17,M15,O26,390,MORNING
B101317,P1059,2024-04-27,M5,O14,181,NIGHT
B101318,P1010,2025-06-17,M11,O21,336,AFTERNOON
B101319,P1002,2024-07-15,M14,O6,167,NIGHT
B101321,P1058,2023-07-25,M14,O11,221,AFTERNOON
B101322,P1032,2023-05-16,M6,O27,147,AFTERNOON
B101323,P1029,2023-02-26,M13,O4,173,AFTERNOON
B101324,P1011,2025-06-27,M13,O9,296,MORNING
B101325,P1036,2023-06-18,M2,O11,250,MORNING
B101326,P1045,2023-09-24,M14,O39,201,MORNING
B101327,P1030,2023-10-01,M5,O12,135,AFTERNOON
B101329,P1056,2025-02-11,M14,O37,318,MORNING
B101330,P1001,2024-04-13,M15,O6,295,AFTERNOON
B101332,P1016,2023-11-02,M2,O24,293,MORNING
B101333,P1033,2025-06-10,M13,O30,329,NIGHT
B101335,P1018,2025-10-09,M7,O9,379,AFTERNOON
B101336,P1013,2024-03-17,M14,O19,243,MORNING
B101337,P1050,2023-10-26,M1,O19,205,NIGHT
B101338,P1015,2025-07-12,M15,O16,177,AFTERNOON
B101339,P1000,2025-08-18,M3,O21,327,NIGHT
B101341,P1006,2023-05-01,M1,O22,139,NIGHT
B101342,P1030,2024-12-26,M10,O39,217,MORNING
B101343,P1032,2025-02-19,M5,O26,126,AFTERNOON
B101344,P1008,2023-03-26,M10,O12,244,NIGHT
B101345,P1056,2025-08-16,M3,O6,332,MORNING
B101346,P1033,2025-06-05,M3,O17,265,MORNING
B101347,P1055,2024-07-29,M12,O24,264,NIGHT
B101348,P1018,2024-06-23,M10,O17,175,MORNING
B101349,P1047,2025-10-03,M13,O10,242,AFTERNOON
B101350,P1059,2025-06-20,M1,O13,280,MORNING
B101351,P1016,2023-12-01,M12,O30,290,AFTERNOON
B101354,P1005,2024-02-22,M14,O19,267,AFTERNOON
B101355,P1017,2024-03-10,M10,O1,288,AFTERNOON
B101356,P1036,2024-01-05,M7,O5,251,MORNING
B101357,P1021,2023-02-23,M5,O8,332,MORNING
B101358,P1037,2023-08-06,M14,O21,266,NIGHT
B101359,P1042,2025-09-09,M8,O18,273,AFTERNOON
B101360,P1000,2024-11-05,M1,O40,309,AFTERNOON
B101361,P1046,2023-09-22,M4,O4,231,NIGHT
B101362,P1018,2024-10-23,M13,O4,246,AFTERNOON
B101364,P1049,2025-03-27,M2,O2,275,NIGHT
B101365,P1018,2023-11-12,M2,O20,216,AFTERNOON
B101366,P1027,2024-09-27,M15,O39,320,NIGHT
B101368,P1030,2024-07-03,M10,O39,145,NIGHT
B101369,P1039,2024-01-17,M7,O28,304,MORNING
B101370,P1032,2024-11-30,M8,O15,183,NIGHT
B101371,P1033,2023-06-21,M5,O30,161,AFTERNOON
B101372,P1058,2025-09-05,M5,O10,355,MORNING
B101375,P1046,2024-06-02,M6,O17,245,AFTERNOON
B101377,P1053,2025-03-15,M1,O6,172,AFTERNOON
B101378,P1045,2024-09-01,M6,O38,230,AFTERNOON
B101379,P1051,2024-06-26,M6,O12,133,MORNING
B101380,P1005,2024-06-15,M14,O7,237,MORNING
B101381,P1000,2023-12-18,M11,O31,255,AFTERNOON
B101382,P1025,2025-09-23,M5,O40,287,AFTERNOON
B101384,P1008,2023-01-29,M4,O8,293,MORNING
B101385,P1001,2024-03-04,M8,O10,151,AFTERNOON
B101386,P1027,2024-01-26,M2,O20,254,AFTERNOON
B101387,P1007,2023-12-07,M15,O10,210,AFTERNOON
B101388,P1028,2025-09-20,M8,O2,309,MORNING
B101389,P1036,2025-03-13,M1,O22,178,MORNING
B101390,P1040,2025-06-03,M7,O32,242,AFTERNOON
B101392,P1037,2025-09-26,M4,O4,177,MORNING
B101393,P1004,2024-07-02,M15,O27,237,NIGHT
B101394,P1007,2025-10-10,M10,O23,178,MORNING
B101395,P1046,2024-01-29,M8,O23,273,AFTERNOON
B101397,P1029,2023-09-26,M15,O19,185,AFTERNOON
B101398,P1024,2025-05-03,M14,O24,285,NIGHT
B101399,P1039,2024-02-29,M5,O6,129,AFTERNOON
B101401,P1031,2024-09-13,M4,O14,230,AFTERNOON
B101402,P1001,2025-01-04,M15,O17,224,NIGHT
B101403,P1057,2025-10-28,M1,O5,282,MORNING
B101404,P1007,2024-04-09,M2,O36,258,MORNING
B101405,P1022,2023-04-06,M13,O36,303,MORNING
B101406,P1009,2023-08-02,M12,O4,317,AFTERNOON
B101407,P1053,2023-08-16,M2,O40,216,AFTERNOON
B101408,P1054,2023-07-28,M14,O36,281,AFTERNOON
B101409,P1055,2024-02-25,M15,O24,258,MORNING
B101410,P1018,2025-06-23,M13,O33,108,MORNING
B101411,P1023,2024-11-16,M14,O9,251,MORNING
B101412,P1012,2025-06-18,M7,O1,253,MORNING
B101413,P1032,2023-12-17,M2,O18,377,MORNING
B101414,P1048,2025-04-29,M6,O16,317,AFTERNOON
B101415,P1014,2023-10-10,M13,O28,345,AFTERNOON
B101416,P1026,2025-07-28,M14,O34,268,MORNING
B101417,P1009,2023-01-21,M12,O34,186,NIGHT
B101419,P1048,2023-03-17,M11,O10,245,NIGHT
B101420,P1003,2024-08-28,M7,O26,331,NIGHT
B101421,P1046,2024-10-04,M15,O23,178,MORNING
B101422,P1017,2023-10-28,M12,O26,205,AFTERNOON
B101423,P1050,2025-06-24,M12,O23,265,NIGHT
B101424,P1050,2025-04-08,M13,O13,271,AFTERNOON
B101425,P1024,2023-09-16,M9,O35,230,MORNING
B101426,P1005,2024-10-01,M9,O22,251,MORNING
B101427,P1050,2024-06-13,M4,O20,208,AFTERNOON
B101428,P1032,2023-08-15,M12,O4,279,AFTERNOON
B101429,P1007,2023-04-08,M13,O8,204,AFTERNOON
B101431,P1036,2024-04-23,M6,O20,236,MORNING
B101432,P1050,2023-10-14,M12,O25,197,MORNING
B101433,P1037,2024-01-30,M14,O24,243,AFTERNOON
B101434,P1009,2025-05-21,M14,O27,271,NIGHT
B101435,P1030,2024-03-15,M8,O5,262,MORNING
B101436,P1033,2025-04-04,M10,O36,180,MORNING
B101438,P1026,2023-11-30,M3,O33,326,MORNING
B101439,P1045,2023-08-30,M12,O14,329,AFTERNOON
B101440,P1002,2023-11-18,M9,O24,281,NIGHT
B101441,P1007,2023-09-05,M6,O37,233,MORNING
B101442,P1033,2023-11-10,M2,O24,227,MORNING
B101444,P1059,2024-09-16,M15,O19,277,AFTERNOON
B101445,P1007,2024-12-15,M2,O3,376,AFTERNOON
B101446,P1036,2024-09-26,M10,O29,348,AFTERNOON
B101447,P1046,2023-09-29,M13,O9,178,AFTERNOON
B101448,P1029,2025-07-10,M11,O29,316,MORNING
B101449,P1039,2025-04-18,M7,O15,340,NIGHT
B101450,P1021,2023-04-04,M11,O29,241,NIGHT
B101451,P1045,2023-02-20,M10,O20,149,AFTERNOON
B101452,P1007,2023-06-24,M4,O40,136,NIGHT
B101453,P1033,2024-01-23,M13,O31,219,AFTERNOON
B101454,P1001,2023-09-04,M11,O35,255,NIGHT
B101455,P1015,2025-06-28,M2,O35,262,AFTERNOON
B101456,P1025,2023-04-03,M8,O2,226,MORNING
B101457,P1033,2024-10-11,M7,O17,287,MORNING
B101458,P1006,2023-12-11,M5,O10,299,MORNING
B101459,P1026,2023-12-13,M1,O40,359,NIGHT
B101460,P1011,2023-02-25,M12,O4,240,MORNING
B101461,P1057,2024-10-25,M5,O25,280,NIGHT
B101462,P1057,2023-09-05,M1,O13,256,MORNING
B101464,P1020,2025-08-09,M9,O27,265,AFTERNOON
B101465,P1058,2023-02-08,M5,O36,256,NIGHT
B101466,P1043,2023-07-27,M4,O36,228,AFTERNOON
B101468,P1009,2025-02-03,M9,O11,267,AFTERNOON
B101472,P1053,2024-03-11,M10,O33,241,AFTERNOON
B101473,P1004,2024-09-07,M2,O26,290,AFTERNOON
B101474,P1053,2023-10-14,M12,O36,393,MORNING
B101475,P1032,2024-10-13,M15,O22,248,AFTERNOON
B101476,P1048,2025-07-16,M5,O16,217,MORNING
B101477,P1038,2024-11-03,M1,O9,197,AFTERNOON
B101478,P1000,2025-09-02,M1,O1,216,NIGHT
B101479,P1045,2025-09-28,M13,O26,186,AFTERNOON
B101480,P1050,2023-06-08,M9,O2,350,AFTERNOON
B101481,P1007,2024-12-23,M14,O25,169,NIGHT
B101483,P1000,2024-03-29,M12,O2,297,NIGHT
B101485,P1014,2024-04-24,M8,O24,160,MORNING
B101486,P1031,2024-03-04,M1,O13,349,MORNING
B101488,P1042,2023-12-26,M2,O38,267,MORNING
B101489,P1036,2024-04-11,M15,O34,268,AFTERNOON
B101490,P1017,2024-01-28,M14,O2,357,AFTERNOON
B101491,P1016,2025-07-18,M1,O28,244,AFTERNOON
B101493,P1043,2025-08-13,M8,O24,343,AFTERNOON
B101494,P1002,2024-04-04,M1,O18,325,MORNING
B101496,P1051,2023-02-21,M12,O15,322,MORNING
B101497,P1015,2024-02-08,M3,O22,239,MORNING
B101498,P1040,2023-07-18,M1,O31,235,NIGHT
B101500,P1030,2024-05-03,M6,O4,286,MORNING
B101501,P1004,2025-06-17,M13,O7,173,AFTERNOON
B101502,P1037,2023-09-13,M2,O4,309,NIGHT
B101503,P1044,2023-05-14,M13,O9,215,MORNING
B101504,P1051,2025-06-24,M1,O20,192,MORNING
B101505,P1003,2023-04-17,M5,O25,202,AFTERNOON
B101507,P1029,2025-05-26,M15,O40,154,AFTERNOON
B101508,P1021,2023-02-23,M8,O34,228,MORNING
B101509,P1038,2023-05-19,M10,O13,290,NIGHT
B101510,P1008,2024-06-08,M6,O27,153,MORNING
B101511,P1008,2023-04-01,M1,O9,261,MORNING
B101512,P1027,2025-01-02,M5,O38,340,MORNING
B101513,P1019,2024-12-03,M5,O24,170,NIGHT
B101514,P1033,2023-10-24,M1,O16,117,NIGHT
B101515,P1027,2024-12-05,M4,O13,244,AFTERNOON
B101516,P1012,2023-05-21,M6,O13,196,NIGHT
B101517,P1038,2024-11-09,M14,O38,156,AFTERNOON
B101518,P1021,2024-09-05,M7,O22,290,NIGHT
B101519,P1002,2025-10-12,M4,O1,315,AFTERNOON
B101520,P1044,2024-04-16,M8,O40,268,NIGHT
B101521,P1052,2024-11-09,M13,O25,328,MORNING
B101523,P1018,2025-06-20,M4,O38,257,NIGHT
B101524,P1023,2023-03-31,M1,O13,263,NIGHT
B101525,P1046,2023-12-23,M6,O36,290,MORNING
B101530,P1056,2023-09-25,M13,O13,274,MORNING
B101532,P1048,2024-01-23,M14,O35,239,MORNING
B101533,P1040,2024-07-27,M14,O9,288,NIGHT
B101534,P1037,2025-09-28,M4,O6,276,AFTERNOON
B101536,P1033,2025-08-08,M3,O21,230,AFTERNOON
B101537,P1031,2025-08-28,M5,O38,166,AFTERNOON
B101538,P1058,2023-03-16,M4,O15,310,MORNING
B101539,P1013,2024-09-18,M7,O25,202,AFTERNOON
B101541,P1033,2024-12-21,M4,O38,309,MORNING
B101544,P1014,2024-06-27,M11,O5,231,NIGHT
B101545,P1032,2023-06-10,M13,O18,272,NIGHT
B101547,P1021,2024-05-27,M5,O18,261,MORNING
B101548,P1038,2023-10-10,M14,O35,257,MORNING
B101551,P1014,2024-04-09,M12,O14,238,AFTERNOON
B101552,P1033,2025-08-17,M12,O30,234,NIGHT
B101553,P1027,2025-05-05,M4,O29,274,AFTERNOON
B101554,P1035,2023-03-03,M6,O9,217,NIGHT
B101555,P1000,2025-10-20,M13,O23,232,MORNING
B101556,P1026,2025-05-21,M11,O26,258,MORNING
B101557,P1037,2023-02-17,M10,O3,143,NIGHT
B101558,P1009,2024-11-07,M10,O39,328,MORNING
B101559,P1024,2024-02-23,M7,O5,202,AFTERNOON
B101560,P1012,2025-08-30,M2,O22,180,NIGHT
B101561,P1005,2023-12-18,M2,O36,217,MORNING
B101563,P1013,2024-04-22,M5,O34,396,MORNING
B101564,P1003,2025-01-24,M9,O1,315,AFTERNOON
B101565,P1010,2023-08-15,M3,O35,372,AFTERNOON
B101566,P1047,2023-05-21,M7,O14,282,AFTERNOON
B101567,P1045,2025-08-30,M3,O39,284,AFTERNOON
B101568,P1019,2024-02-20,M9,O30,248,MORNING
B101569,P1004,2025-03-28,M10,O16,258,AFTERNOON
B101570,P1058,2025-10-02,M8,O30,148,MORNING
B101571,P1056,2025-07-23,M6,O20,197,MORNING
B101572,P1052,2023-12-25,M7,O16,291,AFTERNOON
B101573,P1024,2024-01-11,M12,O37,337,MORNING
B101574,P1044,2023-03-31,M4,O11,235,MORNING
B101575,P1058,2023-05-17,M12,O14,347,NIGHT
B101577,P1026,2025-07-12,M3,O17,167,MORNING
B101578,P1002,2025-08-04,M1,O5,182,AFTERNOON
B101579,P1021,2025-03-28,M14,O13,169,MORNING
B101584,P1025,2023-12-11,M2,O1,232,MORNING
B101585,P1013,2023-03-12,M15,O35,213,MORNING
B101586,P1044,2023-04-08,M14,O34,179,NIGHT
B101587,P1024,2024-09-23,M8,O4,163,AFTERNOON
B101588,P1003,2025-02-11,M13,O13,311,MORNING
B101589,P1005,2023-02-02,M7,O2,220,NIGHT
B101590,P1021,2024-01-29,M11,O5,276,NIGHT
B101591,P1053,2023-12-10,M12,O11,392,MORNING
B101592,P1032,2023-08-09,M14,O21,206,AFTERNOON
B101593,P1059,2025-03-20,M7,O8,338,MORNING
B101594,P1006,2024-12-31,M6,O12,351,MORNING
B101597,P1031,2023-07-28,M12,O35,202,NIGHT
B101598,P1059,2023-12-18,M5,O7,90,AFTERNOON
B101599,P1043,2023-09-30,M6,O12,133,AFTERNOON
B101600,P1056,2024-10-13,M14,O31,262,NIGHT
B101602,P1045,2023-01-28,M4,O2,138,MORNING
B101604,P1003,2023-10-09,M6,O32,238,MORNING
B101605,P1002,2024-05-02,M15,O39,288,NIGHT
B101607,P1050,2025-04-29,M11,O19,362,NIGHT
B101608,P1014,2024-11-09,M6,O16,256,NIGHT
B101609,P1015,2024-03-31,M10,O25,272,AFTERNOON
B101612,P1037,2024-02-23,M4,O33,349,MORNING
B101613,P1046,2024-02-09,M4,O28,303,MORNING
B101614,P1015,2024-09-12,M5,O37,155,MORNING
B101615,P1050,2025-09-12,M2,O24,281,MORNING
B101616,P1010,2025-08-22,M8,O28,135,NIGHT
B101620,P1038,2025-09-11,M2,O22,301,MORNING
B101621,P1012,2023-01-09,M1,O33,309,AFTERNOON
B101622,P1023,2025-10-03,M7,O27,422,MORNING
B101623,P1031,2024-09-22,M11,O38,181,MORNING
B101624,P1056,2023-03-21,M15,O8,182,MORNING
B101625,P1027,2024-06-06,M13,O23,309,AFTERNOON
B101626,P1031,2025-01-24,M12,O4,156,AFTERNOON
B101628,P1043,2023-02-27,M12,O10,244,AFTERNOON
B101631,P1025,2023-06-14,M9,O13,150,NIGHT
B101632,P1010,2025-05-24,M5,O20,163,NIGHT
B101633,P1037,2024-09-22,M12,O27,249,NIGHT
B101634,P1059,2023-07-02,M2,O37,260,MORNING
B101635,P1047,2024-03-05,M15,O26,186,AFTERNOON
B101637,P1033,2025-05-03,M11,O19,250,AFTERNOON
B101639,P1007,2025-07-11,M10,O14,205,MORNING
B101641,P1040,2023-08-12,M14,O11,400,MORNING
B101642,P1005,2025-02-12,M2,O18,265,MORNING
B101644,P1000,2023-03-27,M2,O14,241,AFTERNOON
B101645,P1048,2024-06-28,M15,O32,248,AFTERNOON
B101646,P1021,2025-05-29,M6,O24,223,MORNING
B101647,P1015,2025-01-09,M11,O26,191,MORNING
B101648,P1003,2024-12-30,M14,O22,251,NIGHT
B101649,P1025,2023-10-12,M1,O39,244,MORNING
B101651,P1030,2025-04-26,M11,O13,321,MORNING
B101652,P1040,2024-10-21,M1,O24,379,AFTERNOON
B101653,P1043,2025-06-28,M4,O39,117,AFTERNOON
B101654,P1047,2023-06-16,M6,O28,404,AFTERNOON
B101655,P1042,2023-07-25,M12,O25,187,MORNING
B101657,P1002,2023-09-19,M8,O6,163,MORNING
B101658,P1043,2025-08-14,M3,O29,327,AFTERNOON
B101659,P1015,2024-03-09,M3,O6,227,MORNING
B101661,P1016,2025-09-02,M15,O8,181,AFTERNOON
B101662,P1059,2025-10-04,M2,O22,362,NIGHT
B101663,P1038,2023-05-13,M11,O22,133,MORNING
B101664,P1045,2025-02-20,M11,O36,323,MORNING
B101665,P1016,2023-08-25,M5,O6,234,MORNING
B101666,P1021,2024-01-21,M12,O8,217,MORNING
B101667,P1024,2023-01-04,M5,O4,233,AFTERNOON
B101668,P1012,2025-03-05,M7,O21,266,NIGHT
B101669,P1008,2024-03-30,M2,O26,126,MORNING
B101670,P1054,2025-08-01,M6,O10,273,MORNING
B101671,P1043,2025-07-22,M3,O39,196,MORNING
B101672,P1047,2023-03-12,M10,O21,172,MORNING
B101673,P1054,2025-09-06,M11,O14,448,AFTERNOON
B101675,P1059,2024-04-05,M12,O4,341,NIGHT
B101676,P1049,2024-01-02,M14,O32,241,NIGHT
B101678,P1027,2025-08-27,M6,O26,183,MORNING
B101679,P1044,2024-02-04,M12,O36,304,MORNING
B101680,P1008,2024-10-24,M13,O38,265,NIGHT
B101681,P1019,2025-07-26,M11,O11,232,AFTERNOON
B101682,P1028,2025-09-15,M5,O10,281,MORNING
B101683,P1041,2023-01-19,M6,O37,372,MORNING
B101684,P1050,2023-10-30,M7,O28,231,MORNING
B101685,P1022,2025-08-28,M3,O4,211,MORNING
B101686,P1032,2024-11-24,M10,O28,346,AFTERNOON
B101687,P1002,2023-09-01,M4,O26,231,AFTERNOON
B101688,P1044,2023-12-20,M11,O25,284,AFTERNOON
B101689,P1005,2025-08-07,M14,O25,37,MORNING
B101692,P1036,2025-09-09,M5,O7,262,AFTERNOON
B101693,P1041,2025-06-07,M5,O37,207,MORNING
B101694,P1020,2023-05-11,M12,O35,300,MORNING
B101695,P1035,2025-09-27,M2,O34,367,NIGHT
B101696,P1034,2023-09-12,M13,O14,395,MORNING
B101697,P1038,2024-01-04,M1,O36,218,AFTERNOON
B101699,P1016,2023-03-13,M2,O8,203,AFTERNOON
B101701,P1057,2024-08-23,M11,O35,271,AFTERNOON
B101702,P1036,2025-10-01,M12,O21,47,MORNING
B101703,P1034,2024-03-05,M12,O7,220,AFTERNOON
B101705,P1008,2024-03-18,M10,O23,357,MORNING
B101706,P1046,2025-05-14,M2,O36,247,NIGHT
B101708,P1044,2023-10-21,M9,O14,352,NIGHT
B101709,P1044,2024-01-30,M12,O24,298,AFTERNOON
B101710,P1041,2023-12-02,M7,O10,200,MORNING
B101712,P1007,2025-04-13,M2,O22,207,MORNING
B101713,P1017,2023-10-27,M14,O15,198,MORNING
B101714,P1006,2025-02-11,M4,O25,366,MORNING
B101715,P1033,2024-09-19,M10,O32,213,MORNING
B101716,P1022,2024-07-31,M9,O18,133,MORNING
B101717,P1048,2025-03-08,M3,O23,156,NIGHT
B101718,P1043,2025-04-04,M8,O38,256,AFTERNOON
B101719,P1009,2023-09-16,M3,O25,256,AFTERNOON
B101720,P1017,2023-04-19,M15,O24,236,AFTERNOON
B101721,P1045,2025-07-26,M3,O29,198,NIGHT
B101723,P1056,2024-04-13,M5,O6,322,NIGHT
B101724,P1026,2024-10-02,M14,O6,231,MORNING
B101725,P1005,2023-12-05,M10,O4,229,MORNING
